median_house_value,median_income,housing_median_age,total_rooms,population,households,latitude,longitude,AveRooms,AveBedrms,AveOccup
264300.0,3.0461,40.0,2681.0,1144.0,669.0,34.11,-118.29,4.007473841554559,1.101644245142003,1.710014947683109
254200.0,2.9417,39.0,2196.0,1165.0,538.0,34.1,-118.29,4.0817843866171,1.0817843866171004,2.1654275092936803
265500.0,3.5172,43.0,1711.0,1190.0,429.0,34.1,-118.29,3.988344988344988,1.0326340326340326,2.773892773892774
266700.0,2.3789,24.0,3696.0,1685.0,1031.0,34.11,-118.29,3.5848690591658583,1.0911736178467508,1.6343355965082444
500001.0,12.9591,49.0,2850.0,1113.0,380.0,34.11,-118.29,7.5,0.9973684210526316,2.9289473684210527
436400.0,3.2333,48.0,1448.0,681.0,287.0,34.11,-118.29,5.045296167247387,1.0278745644599303,2.3728222996515678
391900.0,3.5806,52.0,3136.0,1213.0,606.0,34.11,-118.3,5.1749174917491745,1.113861386138614,2.0016501650165015
283300.0,2.0672,37.0,5305.0,3895.0,1874.0,34.1,-118.3,2.8308431163287087,1.056563500533618,2.0784418356456777
500001.0,8.4389,25.0,1590.0,568.0,206.0,34.11,-118.3,7.718446601941747,1.058252427184466,2.7572815533980584
500001.0,6.9391,52.0,1954.0,645.0,237.0,34.11,-118.3,8.244725738396625,1.0337552742616034,2.721518987341772
433300.0,5.8659,52.0,1875.0,735.0,293.0,34.11,-118.31,6.399317406143345,1.0341296928327646,2.508532423208191
500001.0,8.0073,39.0,3895.0,1271.0,536.0,34.12,-118.31,7.266791044776119,1.046641791044776,2.371268656716418
498700.0,7.269199999999999,40.0,2822.0,907.0,414.0,34.13,-118.31,6.816425120772947,1.070048309178744,2.1908212560386473
393500.0,4.15,52.0,3410.0,1218.0,783.0,34.12,-118.32,4.355044699872286,1.0217113665389528,1.5555555555555556
434400.0,4.0833,42.0,2462.0,857.0,482.0,34.11,-118.32,5.1078838174273855,1.1265560165975104,1.7780082987551866
435700.0,3.2462,33.0,5135.0,2404.0,1292.0,34.11,-118.32,3.9744582043343653,1.1222910216718267,1.8606811145510835
410700.0,2.3974,48.0,4472.0,2796.0,1397.0,34.11,-118.32,3.201145311381532,1.1302791696492485,2.0014316392269147
438300.0,2.2148,38.0,3495.0,1939.0,994.0,34.11,-118.33,3.5160965794768613,1.1066398390342052,1.9507042253521127
342900.0,3.0642,48.0,1601.0,784.0,461.0,34.11,-118.33,3.472885032537961,1.0065075921908895,1.700650759219089
430200.0,8.233499999999998,37.0,2330.0,846.0,457.0,34.11,-118.33,5.098468271334792,0.949671772428884,1.851203501094092
500001.0,4.0833,34.0,1856.0,540.0,264.0,34.13,-118.32,7.03030303030303,1.0340909090909092,2.0454545454545454
500001.0,6.0352,23.0,1894.0,769.0,392.0,34.12,-118.33,4.831632653061225,1.0612244897959184,1.961734693877551
500001.0,6.6739,45.0,2375.0,751.0,410.0,34.13,-118.34,5.7926829268292686,1.0170731707317073,1.8317073170731708
500001.0,4.0965,23.0,4574.0,1624.0,995.0,34.14,-118.32,4.596984924623116,1.4301507537688443,1.6321608040201006
500001.0,3.6974,40.0,5485.0,2034.0,1133.0,34.11,-118.34,4.841129744042365,1.0962047661076788,1.795233892321271
364500.0,3.358,26.0,3977.0,1720.0,935.0,34.1,-118.35,4.253475935828877,1.1229946524064172,1.839572192513369
405100.0,2.976,52.0,1295.0,578.0,273.0,34.1,-118.36,4.743589743589744,1.0293040293040292,2.1172161172161172
500001.0,3.0179,52.0,1096.0,423.0,230.0,34.1,-118.36,4.765217391304348,1.0739130434782609,1.8391304347826087
225000.0,2.8036,18.0,7432.0,3596.0,2270.0,34.1,-118.35,3.2740088105726874,1.2303964757709251,1.5841409691629955
372200.0,2.6458,16.0,2930.0,1648.0,980.0,34.1,-118.35,2.989795918367347,1.0591836734693878,1.6816326530612244
436400.0,3.9044,20.0,2745.0,1161.0,739.0,34.1,-118.35,3.7144790257104194,1.0581867388362651,1.5710419485791611
250000.0,2.325,18.0,4109.0,2103.0,1116.0,34.1,-118.35,3.681899641577061,1.1657706093189963,1.8844086021505377
237500.0,1.845,24.0,5477.0,2863.0,1755.0,34.1,-118.35,3.1207977207977207,1.0273504273504273,1.6313390313390312
468800.0,4.3571,51.0,937.0,527.0,333.0,34.11,-118.34,2.813813813813814,1.045045045045045,1.5825825825825826
500001.0,1.8209,29.0,3193.0,2039.0,1265.0,34.1,-118.34,2.524110671936759,1.1478260869565218,1.6118577075098814
325000.0,1.5429,24.0,1996.0,1215.0,672.0,34.1,-118.34,2.9702380952380953,1.1770833333333333,1.8080357142857142
232100.0,2.5434,28.0,2223.0,1271.0,684.0,34.1,-118.34,3.25,1.0994152046783625,1.858187134502924
187500.0,1.51,30.0,5293.0,4123.0,2127.0,34.1,-118.33,2.4884814292430653,1.149976492712741,1.9384109073812883
333300.0,1.3157,43.0,2732.0,3049.0,1429.0,34.1,-118.33,1.9118264520643806,1.1518544436669,2.1336599020293914
450000.0,1.7306,28.0,1759.0,1463.0,620.0,34.1,-118.32,2.837096774193548,1.1548387096774193,2.359677419354839
250000.0,1.5328,36.0,2288.0,3030.0,890.0,34.1,-118.31,2.5707865168539326,1.1606741573033708,3.404494382022472
350000.0,1.705,33.0,766.0,918.0,305.0,34.1,-118.31,2.5114754098360654,1.137704918032787,3.0098360655737704
237500.0,1.625,48.0,1116.0,1610.0,483.0,34.1,-118.33,2.31055900621118,1.0848861283643891,3.3333333333333335
237500.0,2.0888,45.0,1913.0,1552.0,611.0,34.1,-118.33,3.130932896890344,1.1391162029459903,2.5400981996726677
193800.0,1.4005,43.0,1615.0,1460.0,644.0,34.1,-118.32,2.5077639751552794,1.139751552795031,2.267080745341615
162500.0,1.6331,34.0,2473.0,2655.0,1083.0,34.09,-118.32,2.283471837488458,1.0812557710064634,2.451523545706371
200000.0,2.1403,30.0,1679.0,1445.0,579.0,34.09,-118.33,2.8998272884283245,1.1778929188255614,2.4956822107081176
250000.0,2.1866,29.0,732.0,691.0,278.0,34.1,-118.33,2.633093525179856,1.0359712230215827,2.485611510791367
67500.0,1.625,34.0,399.0,482.0,134.0,34.1,-118.31,2.9776119402985075,1.0522388059701493,3.5970149253731343
211100.0,1.8214,34.0,2065.0,2626.0,775.0,34.09,-118.31,2.664516129032258,1.0825806451612903,3.3883870967741934
100000.0,1.8977,28.0,720.0,891.0,265.0,34.09,-118.31,2.7169811320754715,1.0075471698113208,3.362264150943396
193800.0,1.8576,37.0,773.0,835.0,312.0,34.09,-118.31,2.4775641025641026,1.0064102564102564,2.676282051282051
250000.0,2.0341,32.0,563.0,626.0,185.0,34.09,-118.32,3.0432432432432432,1.0324324324324323,3.383783783783784
175000.0,2.5556,27.0,210.0,332.0,112.0,34.09,-118.32,1.875,0.875,2.9642857142857144
221900.0,1.7325,36.0,1655.0,1957.0,633.0,34.1,-118.32,2.6145339652448656,1.0900473933649288,3.0916271721958926
225000.0,2.0557,34.0,1478.0,1976.0,653.0,34.09,-118.32,2.2633996937212864,1.0336906584992342,3.0260336906584993
200000.0,1.5284,31.0,622.0,597.0,227.0,34.1,-118.32,2.7400881057268722,1.0088105726872247,2.6299559471365637
137500.0,1.8277,30.0,2193.0,2197.0,836.0,34.1,-118.32,2.623205741626794,1.1543062200956937,2.6279904306220097
206300.0,2.2311,52.0,786.0,756.0,273.0,34.1,-118.32,2.879120879120879,0.989010989010989,2.769230769230769
166700.0,1.7083,29.0,3403.0,3432.0,1174.0,34.1,-118.3,2.8986371379897786,1.1643952299829643,2.9233390119250426
218800.0,1.8156,40.0,3058.0,3953.0,1223.0,34.09,-118.3,2.500408830744072,0.9934587080948487,3.23221586263287
216700.0,1.2412,36.0,787.0,1506.0,360.0,34.09,-118.31,2.186111111111111,1.1666666666666667,4.183333333333334
250000.0,1.7641,38.0,2067.0,2717.0,853.0,34.1,-118.3,2.4232121922626026,1.071512309495897,3.1852286049237986
203300.0,1.9297,36.0,2284.0,1964.0,839.0,34.1,-118.3,2.7222884386174018,1.071513706793802,2.34088200238379
187500.0,1.7514,34.0,2716.0,2991.0,1021.0,34.09,-118.29,2.6601371204701274,1.091087169441724,2.9294809010773752
230400.0,2.2612,36.0,2332.0,3155.0,927.0,34.09,-118.3,2.5156418554476807,1.0711974110032363,3.4034519956850056
162500.0,2.7054,39.0,631.0,744.0,274.0,34.1,-118.29,2.302919708029197,1.0875912408759123,2.7153284671532845
172500.0,2.3317,29.0,2240.0,2254.0,739.0,34.09,-118.29,3.031123139377537,1.0717185385656292,3.0500676589986466
175000.0,3.0357,38.0,790.0,664.0,194.0,34.09,-118.28,4.072164948453608,1.4175257731958764,3.422680412371134
225000.0,1.9835,43.0,1583.0,1941.0,614.0,34.09,-118.29,2.5781758957654723,1.0716612377850163,3.1612377850162865
112500.0,1.9766,28.0,1562.0,1974.0,597.0,34.09,-118.29,2.6164154103852595,1.085427135678392,3.306532663316583
158300.0,2.0467,35.0,2198.0,3441.0,912.0,34.09,-118.29,2.4100877192982457,1.094298245614035,3.773026315789474
198400.0,2.0132,35.0,2624.0,3548.0,1008.0,34.09,-118.29,2.6031746031746033,1.1071428571428572,3.5198412698412698
262500.0,1.8056,39.0,336.0,586.0,151.0,34.09,-118.29,2.225165562913907,1.1456953642384107,3.880794701986755
261600.0,1.9063,52.0,1272.0,984.0,353.0,34.09,-118.29,3.603399433427762,0.9121813031161473,2.7875354107648724
253300.0,2.1927,29.0,3245.0,3906.0,1102.0,34.09,-118.3,2.9446460980036298,1.0798548094373865,3.544464609800363
205600.0,1.4497,25.0,2345.0,2860.0,862.0,34.09,-118.3,2.7204176334106727,0.988399071925754,3.3178654292343386
226700.0,2.0307,32.0,2202.0,2178.0,635.0,34.09,-118.3,3.467716535433071,1.0614173228346457,3.4299212598425197
187500.0,2.1524,36.0,2517.0,2446.0,689.0,34.09,-118.31,3.653120464441219,1.2220609579100146,3.5500725689404935
240600.0,2.0,30.0,3165.0,3678.0,1141.0,34.09,-118.31,2.7738825591586327,1.1069237510955303,3.223488168273444
218200.0,1.5195,42.0,1951.0,2500.0,813.0,34.09,-118.31,2.3997539975399755,1.040590405904059,3.075030750307503
208800.0,1.676,44.0,2666.0,2297.0,726.0,34.09,-118.32,3.672176308539945,1.143250688705234,3.1639118457300275
212500.0,2.0044,30.0,1871.0,2595.0,819.0,34.09,-118.32,2.2844932844932844,0.9352869352869353,3.1684981684981683
218800.0,1.879,28.0,2173.0,2548.0,763.0,34.09,-118.32,2.8479685452162515,1.073394495412844,3.3394495412844036
200000.0,3.6953,36.0,654.0,416.0,138.0,34.09,-118.33,4.739130434782608,1.3478260869565217,3.0144927536231885
165000.0,1.4375,36.0,561.0,340.0,127.0,34.09,-118.33,4.417322834645669,1.4173228346456692,2.677165354330709
220000.0,1.9911,40.0,2004.0,1514.0,542.0,34.09,-118.33,3.697416974169742,1.2675276752767528,2.793357933579336
204700.0,2.3568,5.0,2665.0,1733.0,766.0,34.09,-118.34,3.47911227154047,1.2454308093994777,2.2624020887728458
210000.0,2.2,14.0,3032.0,1691.0,841.0,34.09,-118.34,3.605231866825208,1.187871581450654,2.0107015457788346
346700.0,3.1078,50.0,3457.0,1584.0,841.0,34.08,-118.34,4.110582639714625,1.0154577883472058,1.8834720570749108
321600.0,3.2946,52.0,1731.0,849.0,466.0,34.09,-118.34,3.7145922746781115,1.0772532188841202,1.8218884120171674
500001.0,10.3661,52.0,1430.0,547.0,178.0,34.08,-118.34,8.03370786516854,1.0449438202247192,3.0730337078651684
280600.0,2.8021,47.0,1800.0,921.0,478.0,34.09,-118.35,3.7656903765690375,1.1422594142259415,1.9267782426778242
395700.0,3.8472,52.0,1003.0,514.0,204.0,34.08,-118.35,4.916666666666667,0.9803921568627451,2.519607843137255
342000.0,3.8141,52.0,2088.0,908.0,375.0,34.08,-118.35,5.568,1.0346666666666666,2.421333333333333
315800.0,2.5982,42.0,2210.0,1228.0,605.0,34.09,-118.35,3.652892561983471,1.062809917355372,2.0297520661157025
333900.0,4.5833,52.0,1710.0,727.0,355.0,34.08,-118.35,4.816901408450704,0.9859154929577465,2.047887323943662
304800.0,3.2824,52.0,1965.0,794.0,451.0,34.08,-118.36,4.356984478935699,1.06430155210643,1.7605321507760532
380400.0,3.125,52.0,1164.0,575.0,251.0,34.08,-118.32,4.637450199203188,1.0239043824701195,2.2908366533864544
500001.0,3.5083,52.0,1777.0,671.0,439.0,34.08,-118.33,4.047835990888383,1.0341685649202734,1.5284738041002277
442900.0,3.2426,50.0,2989.0,1345.0,775.0,34.08,-118.33,3.8567741935483872,1.0735483870967741,1.735483870967742
254500.0,2.2422,30.0,1390.0,1460.0,423.0,34.08,-118.31,3.286052009456265,1.0803782505910164,3.451536643026005
287500.0,1.7542,31.0,2275.0,2189.0,720.0,34.08,-118.31,3.1597222222222223,1.1430555555555555,3.040277777777778
358100.0,2.4196,46.0,2038.0,1250.0,525.0,34.08,-118.32,3.881904761904762,1.0171428571428571,2.380952380952381
220000.0,2.7543,23.0,1443.0,1264.0,450.0,34.08,-118.31,3.2066666666666666,1.1577777777777778,2.8088888888888888
330300.0,3.37,52.0,1137.0,754.0,297.0,34.08,-118.32,3.8282828282828283,1.0235690235690236,2.538720538720539
380300.0,4.1429,52.0,2370.0,1053.0,434.0,34.08,-118.32,5.460829493087558,1.0898617511520738,2.4262672811059907
247500.0,1.8771,34.0,2501.0,3326.0,970.0,34.08,-118.3,2.5783505154639177,1.079381443298969,3.428865979381443
205600.0,2.1766,36.0,1276.0,1502.0,450.0,34.08,-118.3,2.8355555555555556,1.1177777777777778,3.3377777777777777
251100.0,2.8971,27.0,1514.0,1603.0,518.0,34.08,-118.31,2.922779922779923,0.9845559845559846,3.0945945945945947
227100.0,2.7038,26.0,1609.0,1868.0,497.0,34.08,-118.31,3.237424547283702,1.0744466800804828,3.7585513078470827
210000.0,1.525,34.0,479.0,557.0,170.0,34.08,-118.29,2.8176470588235296,1.0705882352941176,3.276470588235294
212500.0,1.8495,23.0,1864.0,2795.0,858.0,34.08,-118.29,2.1724941724941726,1.092074592074592,3.257575757575758
225000.0,1.5685,34.0,1562.0,1774.0,559.0,34.08,-118.3,2.7942754919499104,1.1645796064400715,3.1735241502683365
258300.0,2.3846,32.0,2880.0,3646.0,1028.0,34.08,-118.3,2.801556420233463,1.034046692607004,3.546692607003891
173900.0,2.4,25.0,2459.0,2635.0,763.0,34.08,-118.29,3.2228047182175623,1.0786369593709044,3.4534731323722148
137500.0,1.9286,38.0,380.0,445.0,140.0,34.08,-118.29,2.7142857142857144,0.9285714285714286,3.1785714285714284
500001.0,11.615,34.0,2821.0,843.0,391.0,34.12,-118.37,7.2148337595907925,1.020460358056266,2.156010230179028
500001.0,8.5136,26.0,3902.0,1468.0,632.0,34.12,-118.36,6.174050632911392,0.9651898734177216,2.3227848101265822
500001.0,4.1717,33.0,7478.0,2701.0,1500.0,34.11,-118.35,4.985333333333333,1.1186666666666667,1.8006666666666666
500001.0,6.5195,35.0,3946.0,1361.0,620.0,34.11,-118.36,6.364516129032258,1.1209677419354838,2.195161290322581
416700.0,7.1134,38.0,2601.0,870.0,474.0,34.11,-118.38,5.487341772151899,1.1033755274261603,1.8354430379746836
500001.0,8.5842,42.0,5518.0,1863.0,957.0,34.11,-118.37,5.765935214211076,1.0229885057471264,1.9467084639498433
500001.0,2.5588,36.0,2963.0,1129.0,745.0,34.1,-118.36,3.9771812080536915,1.1248322147651006,1.5154362416107383
500001.0,15.0001,37.0,407.0,100.0,47.0,34.1,-118.37,8.659574468085106,1.425531914893617,2.127659574468085
500001.0,9.3092,39.0,3798.0,975.0,525.0,34.1,-118.38,7.234285714285714,1.1161904761904762,1.8571428571428572
500001.0,8.944,30.0,6310.0,1776.0,880.0,34.1,-118.39,7.170454545454546,1.0875,2.018181818181818
500001.0,4.3214,41.0,730.0,230.0,125.0,34.09,-118.39,5.84,1.008,1.84
355300.0,2.9643,38.0,2158.0,1061.0,577.0,34.09,-118.36,3.7400346620450606,1.0086655112651646,1.8388214904679376
367100.0,1.9937,40.0,3110.0,1557.0,763.0,34.08,-118.36,4.076015727391874,1.001310615989515,2.040629095674967
374100.0,3.9783,52.0,2946.0,1258.0,650.0,34.08,-118.37,4.532307692307692,1.0692307692307692,1.9353846153846155
300000.0,3.2149,22.0,3008.0,1224.0,816.0,34.08,-118.37,3.6862745098039214,1.1495098039215685,1.5
500001.0,2.8942,31.0,2697.0,1059.0,689.0,34.09,-118.37,3.914368650217707,1.0246734397677795,1.537010159651669
397900.0,3.3864,45.0,2195.0,1265.0,455.0,34.08,-118.36,4.824175824175824,1.0615384615384615,2.78021978021978
393600.0,5.7524,52.0,1466.0,600.0,253.0,34.08,-118.37,5.794466403162056,1.0039525691699605,2.3715415019762847
423700.0,6.0338,52.0,1234.0,543.0,213.0,34.08,-118.37,5.793427230046948,1.0469483568075117,2.5492957746478875
318600.0,3.6579,48.0,2566.0,1421.0,563.0,34.1,-118.26,4.557726465364121,1.014209591474245,2.523978685612789
350000.0,4.0721,52.0,1310.0,689.0,208.0,34.1,-118.26,6.298076923076923,1.2644230769230769,3.3125
421600.0,6.4459,51.0,3149.0,1082.0,510.0,34.1,-118.27,6.174509803921569,1.0176470588235293,2.1215686274509804
412700.0,5.7778,41.0,3729.0,1364.0,707.0,34.1,-118.27,5.274398868458275,1.0466760961810466,1.9292786421499293
306800.0,2.978,41.0,4138.0,1859.0,1030.0,34.11,-118.27,4.01747572815534,1.0970873786407767,1.8048543689320389
352100.0,4.2019,46.0,1156.0,514.0,213.0,34.11,-118.28,5.427230046948357,0.9530516431924883,2.4131455399061035
397500.0,5.4122,52.0,2036.0,775.0,332.0,34.11,-118.28,6.132530120481928,1.0481927710843373,2.3343373493975905
360500.0,4.5781,52.0,1803.0,787.0,388.0,34.11,-118.28,4.646907216494846,1.1262886597938144,2.0283505154639174
324000.0,4.0602,44.0,2728.0,1227.0,567.0,34.1,-118.28,4.811287477954145,1.0317460317460319,2.164021164021164
304600.0,4.7132,50.0,2113.0,793.0,418.0,34.1,-118.27,5.055023923444976,0.9521531100478469,1.8971291866028708
210900.0,3.0958,49.0,1767.0,1066.0,438.0,34.1,-118.28,4.034246575342466,1.0662100456621004,2.4337899543378994
200000.0,2.3421,48.0,805.0,633.0,235.0,34.1,-118.28,3.425531914893617,1.0468085106382978,2.6936170212765957
217300.0,2.7875,49.0,2843.0,2004.0,796.0,34.1,-118.28,3.571608040201005,1.1055276381909547,2.5175879396984926
344800.0,4.1667,48.0,1527.0,589.0,286.0,34.09,-118.27,5.339160839160839,1.0314685314685315,2.0594405594405596
268800.0,3.9674,52.0,3225.0,1559.0,710.0,34.09,-118.27,4.542253521126761,1.0746478873239436,2.195774647887324
196500.0,2.3333,52.0,2273.0,1480.0,597.0,34.09,-118.28,3.8073701842546064,1.1105527638190955,2.4790619765494135
252300.0,3.7847,52.0,2327.0,1048.0,491.0,34.09,-118.27,4.739307535641548,1.1303462321792261,2.134419551934827
278800.0,3.6434,51.0,1532.0,669.0,333.0,34.09,-118.26,4.6006006006006,1.0990990990990992,2.009009009009009
241400.0,3.8448,36.0,3503.0,2652.0,788.0,34.09,-118.26,4.445431472081219,1.0571065989847717,3.3654822335025383
230800.0,4.625,52.0,1079.0,439.0,201.0,34.09,-118.27,5.3681592039801,1.1044776119402986,2.18407960199005
225000.0,2.9709,44.0,3646.0,1783.0,861.0,34.09,-118.27,4.234610917537747,1.0592334494773519,2.0708478513356563
166700.0,2.3816,52.0,984.0,994.0,260.0,34.08,-118.26,3.7846153846153845,1.0615384615384615,3.8230769230769233
203300.0,2.4375,41.0,1396.0,1069.0,363.0,34.08,-118.26,3.8457300275482096,0.9917355371900827,2.9449035812672175
187500.0,3.5039,46.0,945.0,910.0,252.0,34.08,-118.26,3.75,0.9920634920634921,3.611111111111111
198800.0,2.3913,35.0,1147.0,1016.0,296.0,34.08,-118.27,3.875,1.2331081081081081,3.4324324324324325
170500.0,2.0214,36.0,2306.0,2823.0,765.0,34.07,-118.26,3.01437908496732,1.0627450980392157,3.6901960784313728
187500.0,2.625,28.0,579.0,673.0,202.0,34.07,-118.26,2.866336633663366,0.9108910891089109,3.3316831683168315
160000.0,1.7016,27.0,1190.0,1795.0,422.0,34.07,-118.27,2.8199052132701423,1.2274881516587677,4.253554502369668
157500.0,2.5521,38.0,2265.0,2899.0,792.0,34.08,-118.27,2.859848484848485,1.0113636363636365,3.6603535353535355
184300.0,2.7179,46.0,3007.0,2587.0,814.0,34.08,-118.27,3.694103194103194,1.049140049140049,3.178132678132678
200000.0,2.9423,42.0,997.0,982.0,372.0,34.08,-118.28,2.6801075268817205,1.0053763440860215,2.639784946236559
203100.0,2.6178,52.0,2465.0,2328.0,746.0,34.08,-118.28,3.304289544235925,1.0361930294906165,3.1206434316353886
185000.0,3.2386,43.0,962.0,658.0,244.0,34.08,-118.27,3.942622950819672,1.0368852459016393,2.69672131147541
170800.0,1.87,38.0,1270.0,1692.0,450.0,34.07,-118.27,2.8222222222222224,1.2355555555555555,3.76
182000.0,3.1607,42.0,1618.0,1454.0,440.0,34.08,-118.28,3.6772727272727272,1.1863636363636363,3.3045454545454547
228800.0,2.4429,52.0,1739.0,938.0,482.0,34.09,-118.28,3.607883817427386,0.9626556016597511,1.946058091286307
213500.0,2.875,39.0,3162.0,1934.0,818.0,34.08,-118.28,3.8655256723716382,1.0953545232273838,2.3643031784841075
169100.0,2.7366,40.0,1630.0,1568.0,510.0,34.08,-118.28,3.196078431372549,1.0647058823529412,3.074509803921569
219200.0,2.4677,49.0,3828.0,2862.0,1009.0,34.09,-118.28,3.7938553022794848,1.1863230921704657,2.836471754212091
156300.0,1.9722,35.0,1335.0,1586.0,445.0,34.07,-118.23,3.0,0.9887640449438202,3.5640449438202246
143800.0,3.1944,40.0,506.0,397.0,114.0,34.07,-118.23,4.43859649122807,1.043859649122807,3.482456140350877
187500.0,4.9844,52.0,109.0,86.0,24.0,34.08,-118.24,4.541666666666667,0.8333333333333334,3.5833333333333335
137500.0,4.025,52.0,137.0,65.0,24.0,34.08,-118.24,5.708333333333333,1.0833333333333333,2.7083333333333335
136100.0,2.6442,47.0,859.0,913.0,234.0,34.09,-118.23,3.6709401709401708,1.0213675213675213,3.9017094017094016
150000.0,2.6923,49.0,1638.0,1500.0,430.0,34.09,-118.23,3.8093023255813954,1.0604651162790697,3.488372093023256
155500.0,2.6051,45.0,1747.0,1680.0,441.0,34.09,-118.23,3.9614512471655328,1.0975056689342404,3.8095238095238093
210000.0,3.5603,52.0,2050.0,957.0,418.0,34.09,-118.25,4.904306220095694,1.0263157894736843,2.289473684210526
241700.0,3.75,52.0,104.0,32.0,17.0,34.09,-118.25,6.117647058823529,1.1764705882352942,1.8823529411764706
200000.0,2.1108,44.0,1425.0,1121.0,374.0,34.08,-118.25,3.8101604278074865,1.1711229946524064,2.9973262032085564
169200.0,2.6136,47.0,2133.0,2104.0,662.0,34.08,-118.25,3.2220543806646527,1.040785498489426,3.178247734138973
174300.0,2.6336,43.0,1903.0,1919.0,613.0,34.09,-118.25,3.104404567699837,1.0358890701468189,3.130505709624796
189400.0,2.935,52.0,1866.0,1211.0,417.0,34.09,-118.25,4.474820143884892,1.1270983213429258,2.904076738609113
166700.0,1.7945,50.0,1791.0,2183.0,675.0,34.08,-118.26,2.6533333333333333,0.9777777777777777,3.234074074074074
167800.0,2.5428,45.0,2174.0,1992.0,557.0,34.08,-118.26,3.903052064631957,1.125673249551167,3.576301615798923
189800.0,3.1864,52.0,3142.0,1728.0,682.0,34.09,-118.25,4.607038123167156,1.1217008797653958,2.533724340175953
179200.0,1.9209,45.0,2225.0,2699.0,792.0,34.08,-118.26,2.8093434343434343,1.0441919191919191,3.407828282828283
181700.0,2.4038,46.0,2341.0,2371.0,648.0,34.07,-118.26,3.6126543209876543,1.0848765432098766,3.6589506172839505
232100.0,2.7625,52.0,830.0,701.0,189.0,34.07,-118.26,4.391534391534392,1.0582010582010581,3.708994708994709
217900.0,1.9028,47.0,2059.0,2033.0,544.0,34.07,-118.25,3.7849264705882355,1.1360294117647058,3.7371323529411766
175000.0,2.0,43.0,764.0,1275.0,306.0,34.07,-118.25,2.496732026143791,1.0522875816993464,4.166666666666667
225000.0,1.5491,20.0,41.0,87.0,25.0,34.06,-118.25,1.64,0.68,3.48
137500.0,1.6136,27.0,223.0,249.0,82.0,34.07,-118.24,2.7195121951219514,0.975609756097561,3.0365853658536586
192500.0,2.2545,18.0,4297.0,4332.0,1286.0,34.07,-118.25,3.3413685847589423,1.104199066874028,3.368584758942457
133300.0,2.3942,16.0,719.0,801.0,218.0,34.07,-118.25,3.2981651376146788,1.0321100917431192,3.6743119266055047
150000.0,1.875,40.0,1081.0,970.0,263.0,34.09,-118.22,4.110266159695818,1.0722433460076046,3.688212927756654
154200.0,1.8173,31.0,394.0,573.0,131.0,34.08,-118.22,3.0076335877862594,0.8931297709923665,4.374045801526718
152100.0,1.9704,34.0,1709.0,2105.0,503.0,34.08,-118.22,3.3976143141153083,1.117296222664016,4.184890656063618
115500.0,2.3409,38.0,1241.0,1055.0,263.0,34.08,-118.19,4.718631178707224,1.1330798479087452,4.011406844106464
114000.0,2.4375,49.0,1320.0,1405.0,328.0,34.08,-118.2,4.024390243902439,0.9420731707317073,4.283536585365853
139600.0,1.9937,21.0,1353.0,1688.0,367.0,34.07,-118.2,3.6866485013623977,1.0354223433242506,4.599455040871935
159600.0,2.2708,34.0,1765.0,2203.0,500.0,34.07,-118.2,3.53,1.102,4.406
133900.0,2.2907,39.0,986.0,1347.0,299.0,34.08,-118.21,3.297658862876254,1.2073578595317727,4.505016722408027
173200.0,1.9495,26.0,2574.0,3163.0,802.0,34.08,-118.21,3.2094763092269325,1.0062344139650872,3.9438902743142146
138200.0,2.5343,39.0,1594.0,1668.0,378.0,34.09,-118.2,4.216931216931217,1.1375661375661377,4.412698412698413
126000.0,2.2222,41.0,1807.0,1699.0,424.0,34.08,-118.2,4.261792452830188,1.0117924528301887,4.007075471698113
213000.0,4.239,39.0,2054.0,1205.0,403.0,34.1,-118.19,5.096774193548387,1.0496277915632755,2.990074441687345
153000.0,2.6806,52.0,3672.0,3062.0,764.0,34.08,-118.21,4.806282722513089,1.057591623036649,4.007853403141361
138500.0,1.6118,39.0,1287.0,1171.0,345.0,34.09,-118.21,3.7304347826086954,1.0231884057971015,3.3942028985507244
144200.0,2.4632,39.0,1561.0,1780.0,391.0,34.09,-118.21,3.9923273657289005,1.1381074168797953,4.552429667519181
159200.0,1.9881,37.0,1822.0,1961.0,506.0,34.09,-118.21,3.600790513833992,0.9841897233201581,3.875494071146245
145800.0,2.0133,35.0,1504.0,2059.0,498.0,34.07,-118.22,3.0200803212851404,0.9578313253012049,4.134538152610442
158300.0,1.7463,36.0,839.0,1079.0,245.0,34.07,-118.22,3.4244897959183676,1.0204081632653061,4.404081632653061
160200.0,2.1333,31.0,1077.0,1198.0,274.0,34.07,-118.21,3.9306569343065694,1.094890510948905,4.372262773722627
167200.0,2.4135,52.0,1770.0,1848.0,439.0,34.07,-118.21,4.031890660592255,0.9908883826879271,4.209567198177677
191700.0,1.7292,47.0,1346.0,1452.0,371.0,34.07,-118.21,3.628032345013477,1.0323450134770888,3.9137466307277626
153100.0,2.3859,31.0,1453.0,1486.0,389.0,34.07,-118.21,3.7352185089974292,1.038560411311054,3.8200514138817483
168800.0,1.9375,42.0,902.0,1312.0,323.0,34.07,-118.21,2.7925696594427243,0.9845201238390093,4.061919504643963
147500.0,1.8781,29.0,1478.0,1580.0,394.0,34.06,-118.21,3.751269035532995,1.0482233502538072,4.01015228426396
170800.0,2.1696,36.0,3334.0,2881.0,800.0,34.09,-118.16,4.1675,1.15,3.60125
